"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
review,4,3,0.00020519134092541295,5.946128079598835e-05
mob,25,1,0.001282445880783831,1.9820426931996114e-05
awarded,38,1,0.001949317738791423,1.9820426931996114e-05
£1500,3,1,0.0001538935056940597,1.9820426931996114e-05
bonus,21,1,0.0010772545398584179,1.9820426931996114e-05
song,4,13,0.00020519134092541295,0.0002576655501159495
dedicated,1,2,5.129783523135324e-05,3.964085386399223e-05
day,31,218,0.0015902328921719503,0.004320853071175153
dedicate,1,2,5.129783523135324e-05,3.964085386399223e-05
valuable,1,3,5.129783523135324e-05,5.946128079598835e-05
frnds,1,14,5.129783523135324e-05,0.0002774859770479456
rply,6,6,0.0003077870113881194,0.0001189225615919767
complimentary,12,1,0.0006155740227762388,1.9820426931996114e-05
trip,4,20,0.00020519134092541295,0.00039640853863992233
eurodisinc,2,1,0.00010259567046270647,1.9820426931996114e-05
trav,2,1,0.00010259567046270647,1.9820426931996114e-05
aco,2,1,0.00010259567046270647,1.9820426931996114e-05
entry41,2,1,0.00010259567046270647,1.9820426931996114e-05
£1000,35,1,0.0017954242330973634,1.9820426931996114e-05
dis,2,29,0.00010259567046270647,0.0005747923810278874
18+6,2,1,0.00010259567046270647,1.9820426931996114e-05
morefrmmob,2,1,0.00010259567046270647,1.9820426931996114e-05
shracomorsglsuplt,2,1,0.00010259567046270647,1.9820426931996114e-05
10,2,3,0.00010259567046270647,5.946128079598835e-05
ls1,2,1,0.00010259567046270647,1.9820426931996114e-05
3aj,2,1,0.00010259567046270647,1.9820426931996114e-05
hear,3,30,0.0001538935056940597,0.0005946128079598835
divorce,1,2,5.129783523135324e-05,3.964085386399223e-05
barbie,1,1,5.129783523135324e-05,1.9820426931996114e-05
ken,1,1,5.129783523135324e-05,1.9820426931996114e-05
plane,1,5,5.129783523135324e-05,9.910213465998058e-05
wah,1,4,5.129783523135324e-05,7.928170772798445e-05
lucky,9,9,0.0004616805170821791,0.00017838384238796505
save,4,8,0.00020519134092541295,0.0001585634154559689
money,5,55,0.0002564891761567662,0.0010901234812597863
hee,1,13,5.129783523135324e-05,0.0002576655501159495
finished,1,19,5.129783523135324e-05,0.0003765881117079262
hi,19,121,0.0009746588693957114,0.00239827165877153
babe,11,74,0.0005642761875448856,0.0014667115929677126
im,8,78,0.0004103826818508259,0.001545993300695697
wan,13,81,0.000666871858007592,0.0016054545814916854
something,1,69,5.129783523135324e-05,0.001367609458307732
xx,5,11,0.0002564891761567662,0.00021802469625195728
performed,1,1,5.129783523135324e-05,1.9820426931996114e-05
waiting,18,36,0.0009233610341643582,0.0007135353695518602
machan,1,4,5.129783523135324e-05,7.928170772798445e-05
thats,1,42,5.129783523135324e-05,0.0008324579311438368
cool,2,41,0.00010259567046270647,0.0008126375042118407
gentleman,1,3,5.129783523135324e-05,5.946128079598835e-05
dignity,1,3,5.129783523135324e-05,5.946128079598835e-05
respect,1,3,5.129783523135324e-05,5.946128079598835e-05
people,4,48,0.00020519134092541295,0.0009513804927358136
much,2,113,0.00010259567046270647,0.002239708243315561
shy,2,1,0.00010259567046270647,1.9820426931996114e-05
pa,1,24,5.129783523135324e-05,0.0004756902463679068
operate,1,1,5.129783523135324e-05,1.9820426931996114e-05
looking,10,20,0.0005129783523135324,0.00039640853863992233
job,1,45,5.129783523135324e-05,0.0008919192119398252
ta,2,17,0.00010259567046270647,0.00033694725784393396
earn,1,2,5.129783523135324e-05,3.964085386399223e-05
k.,1,10,5.129783523135324e-05,0.00019820426931996116
ah,1,34,5.129783523135324e-05,0.0006738945156878679
stop,119,40,0.006104442392531035,0.0007928170772798447
urgnt,1,5,5.129783523135324e-05,9.910213465998058e-05
real,13,24,0.000666871858007592,0.0004756902463679068
yo,3,36,0.0001538935056940597,0.0007135353695518602
ticket,4,13,0.00020519134092541295,0.0002576655501159495
one,11,175,0.0005642761875448856,0.0034685747130993204
jacket,1,2,5.129783523135324e-05,3.964085386399223e-05
used,2,14,0.00010259567046270647,0.0002774859770479456
multis,1,1,5.129783523135324e-05,1.9820426931996114e-05
started,2,17,0.00010259567046270647,0.00033694725784393396
came,2,26,0.00010259567046270647,0.000515331100231899
bed,1,32,5.129783523135324e-05,0.0006342536618238756
coin,1,6,5.129783523135324e-05,0.0001189225615919767
factory,1,1,5.129783523135324e-05,1.9820426931996114e-05
nitros,1,2,5.129783523135324e-05,3.964085386399223e-05
ela,1,2,5.129783523135324e-05,3.964085386399223e-05
kano.,1,1,5.129783523135324e-05,1.9820426931996114e-05
il,1,10,5.129783523135324e-05,0.00019820426931996116
download,4,10,0.00020519134092541295,0.00019820426931996116
wen,1,25,5.129783523135324e-05,0.0004955106732999029
stand,1,9,5.129783523135324e-05,0.00017838384238796505
close,5,16,0.0002564891761567662,0.0003171268309119378
tho-,1,1,5.129783523135324e-05,1.9820426931996114e-05
another,3,35,0.0001538935056940597,0.000693714942619864
night,8,116,0.0004103826818508259,0.0022991695241115495
spent,1,8,5.129783523135324e-05,0.0001585634154559689
late,2,58,0.00010259567046270647,0.0011495847620557748
afternoon,1,29,5.129783523135324e-05,0.0005747923810278874
casualty,1,1,5.129783523135324e-05,1.9820426931996114e-05
mean,1,46,5.129783523135324e-05,0.0009117396388718213
stuff42moro,1,1,5.129783523135324e-05,1.9820426931996114e-05
includes,1,1,5.129783523135324e-05,1.9820426931996114e-05
sheet,1,4,5.129783523135324e-05,7.928170772798445e-05
smile,1,50,5.129783523135324e-05,0.0009910213465998058
pleasure,1,7,5.129783523135324e-05,0.0001387429885239728
trouble,1,8,5.129783523135324e-05,0.0001585634154559689
pours,1,2,5.129783523135324e-05,3.964085386399223e-05
rain,1,9,5.129783523135324e-05,0.00017838384238796505
sum1,1,3,5.129783523135324e-05,5.946128079598835e-05
hurt,1,31,5.129783523135324e-05,0.0006144332348918796
becoz,1,4,5.129783523135324e-05,7.928170772798445e-05
someone,15,49,0.0007694675284702986,0.0009712009196678097
smiling,1,20,5.129783523135324e-05,0.00039640853863992233
service,72,6,0.003693444136657433,0.0001189225615919767
representative,10,1,0.0005129783523135324,1.9820426931996114e-05
10am-9pm,2,1,0.00010259567046270647,1.9820426931996114e-05
guaranteed,50,1,0.002564891761567662,1.9820426931996114e-05
£5000,20,1,0.0010259567046270648,1.9820426931996114e-05
havent,1,24,5.129783523135324e-05,0.0004756902463679068
planning,1,8,5.129783523135324e-05,0.0001585634154559689
buy,4,62,0.00020519134092541295,0.001228866469783759
lido,1,3,5.129783523135324e-05,5.946128079598835e-05
show,36,26,0.0018467220683287165,0.000515331100231899
collected,2,2,0.00010259567046270647,3.964085386399223e-05
simply,3,4,0.0001538935056940597,7.928170772798445e-05
password,3,7,0.0001538935056940597,0.0001387429885239728
mix,3,1,0.0001538935056940597,1.9820426931996114e-05
verify,3,1,0.0001538935056940597,1.9820426931996114e-05
usher,2,1,0.00010259567046270647,1.9820426931996114e-05
britney,2,1,0.00010259567046270647,1.9820426931996114e-05
fml,2,3,0.00010259567046270647,5.946128079598835e-05
po,32,4,0.0016415307274033036,7.928170772798445e-05
box,33,6,0.001692828562634657,0.0001189225615919767
5249,2,1,0.00010259567046270647,1.9820426931996114e-05
mk17,2,1,0.00010259567046270647,1.9820426931996114e-05
92h,2,1,0.00010259567046270647,1.9820426931996114e-05
450ppw,2,1,0.00010259567046270647,1.9820426931996114e-05
telugu,1,2,5.129783523135324e-05,3.964085386399223e-05
movie,3,27,0.0001538935056940597,0.0005351515271638951
abt,1,26,5.129783523135324e-05,0.000515331100231899
load,2,12,0.00010259567046270647,0.0002378451231839534
loan,6,6,0.0003077870113881194,0.0001189225615919767
wk,18,8,0.0009233610341643582,0.0001585634154559689
hols,3,2,0.0001538935056940597,3.964085386399223e-05
forgot,1,31,5.129783523135324e-05,0.0006144332348918796
hairdresser,1,1,5.129783523135324e-05,1.9820426931996114e-05
appointment,1,5,5.129783523135324e-05,9.910213465998058e-05
four,2,2,0.00010259567046270647,3.964085386399223e-05
shower,1,12,5.129783523135324e-05,0.0002378451231839534
beforehand,1,1,5.129783523135324e-05,1.9820426931996114e-05
cause,1,19,5.129783523135324e-05,0.0003765881117079262
prob,1,16,5.129783523135324e-05,0.0003171268309119378
coffee,1,8,5.129783523135324e-05,0.0001585634154559689
animation,2,1,0.00010259567046270647,1.9820426931996114e-05
nothing,5,34,0.0002564891761567662,0.0006738945156878679
else,2,23,0.00010259567046270647,0.00045586981943591064
okay,1,26,5.129783523135324e-05,0.000515331100231899
price,18,9,0.0009233610341643582,0.00017838384238796505
long,1,42,5.129783523135324e-05,0.0008324579311438368
legal,1,4,5.129783523135324e-05,7.928170772798445e-05
ave,4,5,0.00020519134092541295,9.910213465998058e-05
am,1,1,5.129783523135324e-05,1.9820426931996114e-05
gone,1,16,5.129783523135324e-05,0.0003171268309119378
4the,1,1,5.129783523135324e-05,1.9820426931996114e-05
driving,3,20,0.0001538935056940597,0.00039640853863992233
test,1,25,5.129783523135324e-05,0.0004955106732999029
yet,3,48,0.0001538935056940597,0.0009513804927358136
guess,8,32,0.0004103826818508259,0.0006342536618238756
gave,1,10,5.129783523135324e-05,0.00019820426931996116
boston,1,5,5.129783523135324e-05,9.910213465998058e-05
men,4,7,0.00020519134092541295,0.0001387429885239728
changed,2,6,0.00010259567046270647,0.0001189225615919767
search,3,15,0.0001538935056940597,0.00029730640397994173
location,6,2,0.0003077870113881194,3.964085386399223e-05
nyc,1,4,5.129783523135324e-05,7.928170772798445e-05
cuz,1,7,5.129783523135324e-05,0.0001387429885239728
signin,1,1,5.129783523135324e-05,1.9820426931996114e-05
page,2,10,0.00010259567046270647,0.00019820426931996116
umma,1,7,5.129783523135324e-05,0.0001387429885239728
vava,1,3,5.129783523135324e-05,5.946128079598835e-05
lot,3,53,0.0001538935056940597,0.001050482627395794
dear,17,102,0.000872063198933005,0.002021683547063604
wish,3,59,0.0001538935056940597,0.0011694051889877708
birthday,2,35,0.00010259567046270647,0.000693714942619864
making,1,23,5.129783523135324e-05,0.00045586981943591064
truly,4,2,0.00020519134092541295,3.964085386399223e-05
memorable,1,1,5.129783523135324e-05,1.9820426931996114e-05
aight,1,33,5.129783523135324e-05,0.0006540740887558718
hit,5,12,0.0002564891761567662,0.0002378451231839534
would,5,77,0.0002564891761567662,0.0015261728737637008
ip,1,1,5.129783523135324e-05,1.9820426931996114e-05
address,5,17,0.0002564891761567662,0.00033694725784393396
considering,1,4,5.129783523135324e-05,7.928170772798445e-05
computer,6,8,0.0003077870113881194,0.0001585634154559689
minecraft,1,1,5.129783523135324e-05,1.9820426931996114e-05
server,1,1,5.129783523135324e-05,1.9820426931996114e-05
grumpy,1,1,5.129783523135324e-05,1.9820426931996114e-05
old,3,18,0.0001538935056940597,0.0003567676847759301
better,2,41,0.00010259567046270647,0.0008126375042118407
lying,1,1,5.129783523135324e-05,1.9820426931996114e-05
worry,1,32,5.129783523135324e-05,0.0006342536618238756
busy,3,17,0.0001538935056940597,0.00033694725784393396
plural,1,1,5.129783523135324e-05,1.9820426931996114e-05
noun,1,2,5.129783523135324e-05,3.964085386399223e-05
research,1,4,5.129783523135324e-05,7.928170772798445e-05
dinner.msg,1,1,5.129783523135324e-05,1.9820426931996114e-05
thing,4,112,0.00020519134092541295,0.0022198878163835647
scared,1,5,5.129783523135324e-05,9.910213465998058e-05
mah,1,13,5.129783523135324e-05,0.0002576655501159495
loud,1,3,5.129783523135324e-05,5.946128079598835e-05
gent,2,1,0.00010259567046270647,1.9820426931996114e-05
contact,55,15,0.002821380937724428,0.00029730640397994173
last,13,66,0.000666871858007592,0.0013081481775117437
draw,38,6,0.001949317738791423,0.0001189225615919767
09064012160.,2,1,0.00010259567046270647,1.9820426931996114e-05
k52,3,1,0.0001538935056940597,1.9820426931996114e-05
12hrs,17,1,0.000872063198933005,1.9820426931996114e-05
150ppm,31,1,0.0015902328921719503,1.9820426931996114e-05
wa,1,3,5.129783523135324e-05,5.946128079598835e-05
openin,1,1,5.129783523135324e-05,1.9820426931996114e-05
sentence,1,3,5.129783523135324e-05,5.946128079598835e-05
formal,1,1,5.129783523135324e-05,1.9820426931996114e-05
anyway,1,28,5.129783523135324e-05,0.0005549719540958912
juz,1,25,5.129783523135324e-05,0.0004955106732999029
tt,1,5,5.129783523135324e-05,9.910213465998058e-05
eatin,1,7,5.129783523135324e-05,0.0001387429885239728
puttin,1,2,5.129783523135324e-05,3.964085386399223e-05
weight,1,8,5.129783523135324e-05,0.0001585634154559689
haha,1,51,5.129783523135324e-05,0.001010841773531802
anythin,1,3,5.129783523135324e-05,5.946128079598835e-05
happened,1,16,5.129783523135324e-05,0.0003171268309119378
entered,7,5,0.0003590848466194727,9.910213465998058e-05
cabin,1,5,5.129783523135324e-05,9.910213465998058e-05
b'day,1,10,5.129783523135324e-05,0.00019820426931996116
bos,1,9,5.129783523135324e-05,0.00017838384238796505
felt,1,13,5.129783523135324e-05,0.0002576655501159495
askd,1,12,5.129783523135324e-05,0.0002378451231839534
invited,6,8,0.0003077870113881194,0.0001585634154559689
apartment,1,8,5.129783523135324e-05,0.0001585634154559689
went,1,61,5.129783523135324e-05,0.001209046042851763
specially,9,1,0.0004616805170821791,1.9820426931996114e-05
4,27,8,0.0013850415512465374,0.0001585634154559689
holiday,32,16,0.0016415307274033036,0.0003171268309119378
flight,7,3,0.0003590848466194727,5.946128079598835e-05
inc,8,1,0.0004103826818508259,1.9820426931996114e-05
operator,15,1,0.0007694675284702986,1.9820426931996114e-05
0871277810910p/min,1,1,5.129783523135324e-05,1.9820426931996114e-05
18+,19,1,0.0009746588693957114,1.9820426931996114e-05
goodo,1,2,5.129783523135324e-05,3.964085386399223e-05
must,6,22,0.0003077870113881194,0.00043604939250391456
friday,1,15,5.129783523135324e-05,0.00029730640397994173
egg-potato,1,1,5.129783523135324e-05,1.9820426931996114e-05
ratio,1,1,5.129783523135324e-05,1.9820426931996114e-05
tortilla,1,2,5.129783523135324e-05,3.964085386399223e-05
needed,1,3,5.129783523135324e-05,5.946128079598835e-05
hmm,1,14,5.129783523135324e-05,0.0002774859770479456
uncle,1,16,5.129783523135324e-05,0.0003171268309119378
informed,3,3,0.0001538935056940597,5.946128079598835e-05
paying,2,7,0.00010259567046270647,0.0001387429885239728
school,1,29,5.129783523135324e-05,0.0005747923810278874
directly,1,6,5.129783523135324e-05,0.0001189225615919767
food,1,23,5.129783523135324e-05,0.00045586981943591064
private,18,2,0.0009233610341643582,3.964085386399223e-05
account,19,24,0.0009746588693957114,0.0004756902463679068
statement,16,3,0.0008207653637016518,5.946128079598835e-05
unredeemed,4,1,0.00020519134092541295,1.9820426931996114e-05
identifier,16,1,0.0008207653637016518,1.9820426931996114e-05
expires,17,1,0.000872063198933005,1.9820426931996114e-05
£2000,20,1,0.0010259567046270648,1.9820426931996114e-05
5/9/03,1,1,5.129783523135324e-05,1.9820426931996114e-05
landline,34,3,0.00174412639786601,5.946128079598835e-05
box42wr29c,1,1,5.129783523135324e-05,1.9820426931996114e-05
-apples,1,1,5.129783523135324e-05,1.9820426931996114e-05
pair,1,1,5.129783523135324e-05,1.9820426931996114e-05
malarky,1,1,5.129783523135324e-05,1.9820426931996114e-05
voda,5,1,0.0002564891761567662,1.9820426931996114e-05
number,39,69,0.0020006155740227762,0.001367609458307732
ending,8,2,0.0004103826818508259,3.964085386399223e-05
350,2,1,0.00010259567046270647,1.9820426931996114e-05
award,28,2,0.0014363393864778907,3.964085386399223e-05
match,14,6,0.0007181696932389454,0.0001189225615919767
quoting,5,1,0.0002564891761567662,1.9820426931996114e-05
standard,6,1,0.0003077870113881194,1.9820426931996114e-05
app,4,3,0.00020519134092541295,5.946128079598835e-05
sao,1,1,5.129783523135324e-05,1.9820426931996114e-05
mu,1,15,5.129783523135324e-05,0.00029730640397994173
predict,1,1,5.129783523135324e-05,1.9820426931996114e-05
buying,1,9,5.129783523135324e-05,0.00017838384238796505
yetunde,1,4,5.129783523135324e-05,7.928170772798445e-05
sent,11,60,0.0005642761875448856,0.001189225615919767
bother,1,7,5.129783523135324e-05,0.0001387429885239728
sending,3,10,0.0001538935056940597,0.00019820426931996116
involve,1,1,5.129783523135324e-05,1.9820426931996114e-05
imposed,1,1,5.129783523135324e-05,1.9820426931996114e-05
apologise,1,3,5.129783523135324e-05,5.946128079598835e-05
del,10,1,0.0005129783523135324,1.9820426931996114e-05
bak,1,8,5.129783523135324e-05,0.0001585634154559689
sum,1,2,5.129783523135324e-05,3.964085386399223e-05
lucyxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
tmorrow.pls,1,1,5.129783523135324e-05,1.9820426931996114e-05
accomodate,1,1,5.129783523135324e-05,1.9820426931996114e-05
answer,9,18,0.0004616805170821791,0.0003567676847759301
sunshine,8,2,0.0004103826818508259,3.964085386399223e-05
quiz,13,2,0.000666871858007592,3.964085386399223e-05
q,4,3,0.00020519134092541295,5.946128079598835e-05
top,16,8,0.0008207653637016518,0.0001585634154559689
sony,8,3,0.0004103826818508259,5.946128079598835e-05
dvd,7,2,0.0003590848466194727,3.964085386399223e-05
player,12,10,0.0006155740227762388,0.00019820426931996116
country,4,4,0.00020519134092541295,7.928170772798445e-05
algarve,2,1,0.00010259567046270647,1.9820426931996114e-05
ansr,4,1,0.00020519134092541295,1.9820426931996114e-05
82277,4,1,0.00020519134092541295,1.9820426931996114e-05
sp,8,1,0.0004103826818508259,1.9820426931996114e-05
tyrone,4,1,0.00020519134092541295,1.9820426931996114e-05
laid,4,2,0.00020519134092541295,3.964085386399223e-05
dogging,11,1,0.0005642761875448856,1.9820426931996114e-05
direct,10,3,0.0005129783523135324,5.946128079598835e-05
join,16,12,0.0008207653637016518,0.0002378451231839534
largest,4,1,0.00020519134092541295,1.9820426931996114e-05
bt,5,23,0.0002564891761567662,0.00045586981943591064
txting,10,2,0.0005129783523135324,3.964085386399223e-05
gravel,1,1,5.129783523135324e-05,1.9820426931996114e-05
